id. Response ID,Year[Month Year...ate submitted]],Carmain,Previous Plug in HEVs,Previous BatteryEVs,Previous HybridEVs,Household Income,"Importance of reducing greenhouse gas emissions (-3 not important, 3 important)",Home ownership (own 1),Highest Level of Education,One-way commute distance,Number of people in the household,Age,Gender (Male 1),Number of vehicles in the household,Annual Vehicle MilesTraveled Estimate ,,,,,,,
PHASE_2.5_3118,2017,2016 Volkswagen e-Golf,0,0,0,125000,2.29,1,4,9.55,4,45,1,2,10800,,,,,,,
PHASE_2.5_3119,2017,2015 Toyota Prius Plug-in,0,0,1,175000,0,1,4,16.96,2,65,0,4,11459.42857,,,,,,,
PHASE_2.5_3120,,2015 Toyota Prius Plug-in,,,,,,,,,,,,1,,,,,,,,
PHASE_2.5_3121,2017,2016 Volkswagen e-Golf,,,,,,,,,,,,1,,,,,,,,
PHASE_2.5_3122,2017,2016 Tesla Model X 60D,0,1,0,275000,-3,1,3,8.16,4,35,0,4,11136,,,,,,,
PHASE_2.5_3123,,2016 Hyundai Sonata Plug-in Hybrid,0,0,1,,,,,7.82,2,65,0,3,,,,,,,,
PHASE_2.5_3124,,2016 Tesla Model X,,,,,,,,,,,,1,,,,,,,,
PHASE_2.5_3125,,2016 Volkswagen e-Golf,,,,,,,,,,,,1,,,,,,,,
PHASE_2.5_3126,2017,2016 BMW i3,0,0,0,75000,2.65,1,2,14.3,3,55,0,3,12800,,,,,,,
PHASE_2.5_3127,,2016 Mercedes-Benz B-Class Electric Drive,,,,,,,,,,,,1,,,,,,,,
PHASE_2.5_3128,2017,2016 Audi A3 Sportback e-tron,,,,125000,2.7,0,4,12.31,2,35,0,1,10000,,,,,,,
PHASE_2.5_3129,,2016 Volkswagen e-Golf,,,,,,,,,,,,1,,,,,,,,
PHASE_2.5_3130,,2016 BMW i3,0,0,0,,,,,8.39,3,35,1,3,,,,,,,,
PHASE_2.5_3131,,2012 Toyota Prius Plug-in,,,,,,,,,,,,1,,,,,,,,
PHASE_2.5_3132,2017,2016 Mercedes-Benz B-Class Electric Drive,0,0,0,325000,2.59,1,3,24.87,3,45,0,3,16285.71429,,,,,,,
PHASE_2.5_3133,2017,2016 Audi A3 Sportback e-tron,0,0,0,325000,0,1,4,2.66,4,45,0,2,2945.454545,,,,,,,
PHASE_2.5_3134,2017,2016 Tesla Model X,0,0,1,225000,0,1,4,18.94,3,65,0,2,10363.63636,,,,,,,
PHASE_2.5_3135,2017,2016 Volkswagen e-Golf,0,0,1,275000,,0,4,11.96,5,45,0,2,7440,,,,,,,
PHASE_2.5_3136,2017,2016 Audi A3 Sportback e-tron,1,0,0,275000,2.76,1,2,20.91,3,55,1,4,13090.90909,,,,,,,
PHASE_2.5_3137,2017,2016 Tesla Model S,0,1,0,425000,-2.4,1,4,30.63,2,55,0,2,14700,,,,,,,
PHASE_2.5_3138,2017,2017 Tesla Model X,1,1,0,275000,,1,3,38.39,4,35,0,4,24000,,,,,,,
PHASE_2.5_3139,2017,2017 Chevrolet Bolt EV,0,0,1,75000,2,1,2,13.15,4,45,0,2,10594,,,,,,,
PHASE_2.5_3140,,,,,,,,,,,,,,1,,,,,,,,
PHASE_2.5_3141,2017,2016 Volkswagen e-Golf,0,1,0,175000,2.53,1,3,45.21,3,55,0,2,12850.90909,,,,,,,
PHASE_2.5_3142,,2016 Tesla Model X,0,0,0,,,,,2.65,3,35,0,1,,,,,,,,
PHASE_2.5_3143,2017,2016 BMW i3,0,0,0,175000,2.59,1,2,47.37,5,35,0,3,2500,,,,,,,
PHASE_2.5_3144,2017,2016 Audi A3 Sportback e-tron,,,,,,,,,,,,1,,,,,,,,
PHASE_2.5_3145,2017,2016 Tesla Model X,0,1,0,375000,2.83,1,2,102.34,5,35,0,4,16099.63636,,,,,,,
PHASE_2.5_3146,,2015 Ford Fusion Energi,0,1,0,,,,,,,,,3,,,,,,,,
PHASE_2.5_3147,2017,2016 Tesla Model X,0,1,0,,2.77,1,4,35.39,5,45,1,4,11454.54545,,,,,,,
PHASE_2.5_3148,2017,2016 Tesla Model X,1,0,1,475000,-2.22,1,4,6.02,4,45,0,2,19200,,,,,,,
PHASE_2.5_3149,2017,2015 Volkswagen e-Golf,0,0,0,,-3,1,3,11.98,5,45,0,3,7938.461538,,,,,,,
PHASE_2.5_3150,,,,,,,,,,,,,,1,,,,,,,,
PHASE_2.5_3151,2017,2016 BMW i3,1,1,0,125000,1.5,1,4,31.32,3,45,0,2,6960,,,,,,,
PHASE_2.5_3152,2017,2016 BMW i3,0,0,0,175000,2.68,1,4,20.3,2,55,0,2,12000,,,,,,,
PHASE_2.5_3153,,,,,,,,,,,,,,1,,,,,,,,
PHASE_2.5_3154,2017,2016 Volkswagen e-Golf,0,0,0,,,1,4,28.88,6,18,1,5,11333.33333,,,,,,,
PHASE_2.5_3155,,,,,,,,,,,,,,1,,,,,,,,
PHASE_2.5_3156,2017,2016 Tesla Model X,1,0,1,225000,2.79,1,3,8.27,2,35,1,2,8953.846154,,,,,,,
PHASE_2.5_3157,,2016 Tesla Model X,0,1,0,,,,,2.54,1,65,0,1,,,,,,,,
PHASE_2.5_3158,2017,2016 Tesla Model S,0,0,0,125000,0,1,3,52.31,1,55,0,4,17356,,,,,,,
PHASE_2.5_3159,,,,,,,,,,,,,,1,,,,,,,,
PHASE_2.5_3160,2017,2016 BMW i3,0,1,0,75000,2.72,0,3,0.74,1,45,0,1,5925,,,,,,,
PHASE_2.5_3161,,,,,,,,,,,,,,1,,,,,,,,
PHASE_2.5_3162,2017,2016 Volkswagen e-Golf,0,0,1,175000,0,1,2,16.53,2,35,0,2,7533.333333,,,,,,,
PHASE_2.5_3163,2017,2016 Tesla Model X,0,1,0,375000,2.76,1,4,23.06,3,55,0,2,12502,,,,,,,
PHASE_2.5_3164,2017,2016 Tesla Model X,0,0,1,175000,2.81,1,3,18.26,5,55,0,3,5437.090909,,,,,,,
PHASE_2.5_3165,,2016 Volkswagen e-Golf,0,0,0,,,,,,4,45,1,2,,,,,,,,
PHASE_2.5_3189,,2017 Ford Fusion Energi,,,,,,,,,,,,1,,,,,,,,
PHASE_2.5_3167,,2017 Chevrolet Volt,,,,,,,,,,,,1,,,,,,,,
PHASE_2.5_3168,2017,2016 BMW i3,1,0,0,475000,2.85,1,3,7.95,2,65,0,3,7714.285714,,,,,,,
PHASE_2.5_3169,2017,2016 Tesla Model S,0,0,0,175000,2.49,1,3,8.81,8,65,0,4,7658,,,,,,,
PHASE_2.5_3170,2017,2017 Nissan Leaf,0,0,1,50000,2.78,1,4,21.23,2,65,1,2,12000,,,,,,,
PHASE_2.5_3171,2017,2017 Chevrolet Volt,0,0,0,50000,2.8,0,4,26.5,2,45,0,2,23214,,,,,,,
PHASE_2.5_3172,2017,2016 Tesla Model X,0,0,0,325000,2.26,1,4,45.14,2,75,0,5,15000,,,,,,,
PHASE_2.5_3178,2017,2016 Tesla Model X,1,0,0,125000,1.95,1,4,1.19,2,65,1,2,12586.66667,,,,,,,
PHASE_2.5_3190,2017,2016 Volkswagen e-Golf,0,0,0,125000,2.77,1,4,18.76,2,35,0,2,11670,,,,,,,
PHASE_2.5_3176,2017,2016 BMW i3,0,0,0,275000,2.52,1,4,17.5,2,55,1,2,8727.272727,,,,,,,
PHASE_2.5_3177,2017,2016 Tesla Model X,0,0,1,500000,1.43,1,4,11.53,4,45,0,3,13254.54545,,,,,,,
PHASE_2.5_3179,,2015 Toyota Prius Plug-in,,,,,,,,,,,,1,,,,,,,,
PHASE_2.5_3180,2017,2016 Audi A3 Sportback e-tron,0,0,0,75000,,1,3,43.83,3,55,0,3,21744,,,,,,,
PHASE_2.5_3181,2017,2017 Tesla Model X,0,1,0,475000,-1.55,1,3,10.37,4,35,0,2,16200,,,,,,,
PHASE_2.5_3182,,,,,,,,,,,,,,1,,,,,,,,
PHASE_2.5_3183,,2015 Toyota Prius Plug-in,0,0,1,,,,,,,,,2,,,,,,,,
PHASE_2.5_3184,2017,2013 Toyota Prius Plug-in,0,0,0,375000,-3,1,4,20.79,4,45,0,2,11727.27273,,,,,,,
PHASE_2.5_3185,2017,2016 Tesla Model X,0,0,0,125000,1.96,1,2,2.41,4,45,0,1,21479.07692,,,,,,,
PHASE_2.5_3186,2017,2016 Volkswagen e-Golf,0,0,0,225000,2.59,1,4,5.34,3,45,1,2,6545.454545,,,,,,,
PHASE_2.5_3187,2017,2016 BMW i3,0,0,0,75000,,0,4,14.41,3,25,1,1,13200,,,,,,,
PHASE_2.5_3188,2017,2017 vw e golf,0,0,1,225000,2.67,1,4,,2,55,0,3,-30000,,,,,,,
PHASE_2.5_3191,,,,,,,,,,,,,,1,,,,,,,,
PHASE_2.5_4699,2017,2017 Mercedes-Benz B-Class Electric Drive,1,0,0,,2.7,1,3,11.28,2,45,1,2,9000,,,,,,,
PHASE_2.5_3192,2017,2015 Toyota Prius Plug-in,,,,,,,,,,,,1,,,,,,,,
PHASE_2.5_3193,2017,2014 Toyota Prius Plug-in,0,0,1,375000,2.74,1,4,4.67,2,65,1,3,12933.33333,,,,,,,
PHASE_2.5_3194,2017,2016 Volkswagen e-Golf,0,0,0,175000,1.34,1,3,23.27,5,35,0,3,9859.2,,,,,,,
PHASE_2.5_3195,,2017 Chevrolet Volt,0,0,0,,,,,,,,,2,,,,,,,,
PHASE_2.5_3196,2017,2016 Nissan Leaf,0,0,0,,2.57,1,4,1.69,3,75,0,3,7000,,,,,,,
PHASE_2.5_3197,2017,2016 Toyota Prius,0,0,0,,-3,1,3,9.46,4,25,0,4,18750,,,,,,,
PHASE_2.5_3198,2017,2016 Tesla Model X,0,0,1,175000,0,1,4,1.83,4,35,0,2,8000,,,,,,,
PHASE_2.5_3199,2017,2016 BMW i3,0,0,0,175000,2.67,1,3,12.24,4,35,0,3,1636.363636,,,,,,,
PHASE_2.5_3200,2017,2016 Volkswagen e-Golf,0,0,0,175000,2.73,0,4,1.51,4,45,0,2,6266.666667,,,,,,,
PHASE_2.5_3201,2017,2016 BMW i3,0,0,1,125000,2.92,1,4,7.46,2,45,1,1,10800,,,,,,,
PHASE_2.5_3202,2017,2016 Tesla Model X,0,0,1,275000,2.51,0,4,14.67,1,35,0,1,13333.33333,,,,,,,
PHASE_2.5_3203,2017,2016 BMW i3,0,0,1,175000,2.75,1,3,,3,45,1,2,7761.6,,,,,,,
PHASE_2.5_3204,,2016 Tesla Model X,,,,,,,,,,,,1,,,,,,,,
PHASE_2.5_3205,2017,2012 Toyota Prius Plug-in,,,,,,,,,,,,1,,,,,,,,
PHASE_2.5_3206,2017,2017 Toyota Prius Prime,0,0,0,75000,-2.86,1,1,20.71,1,65,1,1,13684,,,,,,,
PHASE_2.5_3207,,2016 Volkswagen e-Golf,0,0,0,,,,,3.53,4,35,0,2,,,,,,,,
PHASE_2.5_3208,,2016 BMW i3,0,0,0,,,,,,,,,2,,,,,,,,
PHASE_2.5_3209,2017,2016 BMW i3,0,0,0,275000,2.39,,3,2.48,3,25,1,3,1476.923077,,,,,,,
PHASE_2.5_3210,,2016 Tesla Model X,0,1,0,,,,,,4,45,0,2,,,,,,,,
PHASE_2.5_3211,2017,2014 Toyota Prius Plug-in,0,0,0,175000,1.34,1,4,6.9,4,35,1,3,10769.23077,,,,,,,
PHASE_2.5_3212,,2015 Toyota Prius Plug-in,,,,,,,,,,,,1,,,,,,,,
PHASE_2.5_3213,2017,2016 FIAT 500e,1,0,0,125000,2.93,1,3,35.49,4,35,0,2,10500,,,,,,,
PHASE_2.5_3214,,2017 volkswagon golf,1,0,0,,,,,,2,35,1,2,,,,,,,,
PHASE_2.5_3215,,2015 Toyota Prius Plug-in,0,0,0,,,,,,,,,4,,,,,,,,
PHASE_2.5_3216,2017,2017 Nissan Leaf,0,0,0,175000,2.73,0,4,17.1,4,45,1,2,9000,,,,,,,
PHASE_2.5_3217,,2016 Tesla Model X,,,,,,,,,,,,1,,,,,,,,
PHASE_2.5_3218,2017,2016 Volkswagen e-Golf,,,,,,,,,,,,1,,,,,,,,
PHASE_2.5_3219,2017,2016 Tesla Model X,1,0,0,,1.9,1,3,30.97,1,55,0,2,14106.66667,,,,,,,
PHASE_2.5_3220,2017,2016 Hyundai Sonata Plug-in Hybrid,0,0,0,125000,2.69,1,4,,2,75,0,2,4781.333333,,,,,,,
PHASE_2.5_3221,,2016 Tesla Model S,0,0,0,,,,,,,,,4,,,,,,,,
PHASE_2.5_3222,2017,2016 Volkswagen e-Golf,0,1,0,175000,-3,1,4,49.11,2,35,0,2,15092,,,,,,,
PHASE_2.5_3223,2017,2016 Tesla Model X,0,0,0,125000,2.64,1,4,3.96,2,75,0,2,7200,,,,,,,
PHASE_2.5_3224,,,,,,,,,,,,,,1,,,,,,,,
PHASE_2.5_3225,,,,,,,,,,,,,,1,,,,,,,,
PHASE_2.5_3226,2017,2017 BMW i3,0,0,0,225000,,1,3,26.16,2,45,0,2,13050,,,,,,,
PHASE_2.5_3227,2017,2016 Volkswagen e-Golf,0,1,0,125000,0,1,2,26.1,3,45,1,2,15115.5,,,,,,,
PHASE_2.5_3228,,2016 Tesla Model X,,,,,,,,,,,,2,,,,,,,,
PHASE_2.5_3229,2017,2016 Audi A3 Sportback e-tron,0,0,0,225000,2.77,1,3,11.25,3,45,0,2,6675,,,,,,,
PHASE_2.5_3230,2017,2017 BMW i3,0,0,0,175000,0,0,3,2.69,5,45,1,3,18750,,,,,,,
PHASE_2.5_3231,2017,2016 Volvo XC90,1,0,0,,-1.14,1,4,,6,45,0,3,22500,,,,,,,
PHASE_2.5_3232,2017,2016 Volkswagen e-Golf,0,0,0,75000,0,0,3,5.33,3,25,0,4,7500,,,,,,,
PHASE_2.5_3233,2017,2016 Tesla Model X,0,1,0,325000,2.75,0,3,12.82,4,35,1,3,11321.33333,,,,,,,
PHASE_2.5_3234,2017,2015 Toyota Prius Plug-in,0,0,0,75000,-3,1,3,4.58,2,45,0,2,12000,,,,,,,
PHASE_2.5_3235,2017,2017 Audi A3 Sportback e-tron,0,0,1,225000,2.78,1,4,0.08,4,45,0,3,10600,,,,,,,
PHASE_2.5_3236,2017,2015 Tesla Model S,1,1,0,225000,2.76,1,3,,4,45,0,3,20640,,,,,,,
PHASE_2.5_3237,2017,2016 Hyundai Sonata Plug-in Hybrid,1,0,1,175000,-2.74,1,3,8.4,6,45,0,4,6300,,,,,,,
PHASE_2.5_3238,,,,,,,,,,,,,,1,,,,,,,,
PHASE_2.5_3239,2017,2017 BMW i3,0,0,0,425000,2.63,1,3,17.72,4,45,0,2,8662.666667,,,,,,,
PHASE_2.5_3240,2017,2016 Tesla Model X,0,0,0,500000,2.67,1,4,43.8,2,65,0,2,8184,,,,,,,
PHASE_2.5_3241,2017,2016 Tesla Model X,0,0,0,275000,0,1,4,29.4,2,55,0,2,16002,,,,,,,
PHASE_2.5_3242,2017,2016 Tesla Model X,0,0,0,375000,2.69,1,3,15.86,4,45,0,2,13852.36364,,,,,,,
PHASE_2.5_3243,2017,2016 Tesla Model X,1,0,0,425000,1.24,1,4,,3,45,0,3,7500,,,,,,,
PHASE_2.5_3244,2017,2016 Volkswagen e-Golf,0,0,0,275000,2.46,1,4,9.52,4,45,1,2,5250,,,,,,,
PHASE_2.5_3245,,2016 Tesla Model X,,,,,,,,,,,,1,,,,,,,,
PHASE_2.5_3246,2017,2016 BMW i3,0,0,0,425000,2.74,1,4,12.11,5,35,1,2,9600,,,,,,,
PHASE_2.5_3247,2017,2016 Tesla Model X 60D,0,0,1,225000,2.78,1,3,15.38,4,55,0,3,24000,,,,,,,
PHASE_2.5_3248,2017,2016 Volkswagen e-Golf,0,0,0,275000,2.58,1,4,16.54,3,45,0,2,10800,,,,,,,
PHASE_2.5_3249,2017,2016 Audi A3 Sportback e-tron,0,0,0,125000,2.53,1,4,21.41,2,55,1,2,7500,,,,,,,
PHASE_2.5_3250,2017,2017 Nissan Leaf,0,0,0,175000,-2.45,1,4,27.11,2,45,1,2,15240,,,,,,,
PHASE_2.5_3251,2017,2016 Hyundai Sonata Plug-in Hybrid,0,1,0,125000,2.41,1,3,8.62,4,55,0,3,3588,,,,,,,
PHASE_2.5_3252,2017,2016 Tesla Model X,0,0,1,,2.65,1,3,,2,65,0,2,10307,,,,,,,
PHASE_2.5_3253,2017,2016 Tesla Model X,,,,,,,,,,,,1,,,,,,,,
PHASE_2.5_3254,,2016 Tesla Model X,,,,,,,,,,,,1,,,,,,,,
PHASE_2.5_3255,2017,2016 BMW i3,0,0,0,175000,2,1,4,7.9,2,45,0,2,-114000,,,,,,,
PHASE_2.5_3256,,,,,,,,,,,,,,1,,,,,,,,
PHASE_2.5_3257,2017,2016 Audi A3 Sportback e-tron,0,0,1,175000,2.51,0,3,14.28,3,45,1,2,9000,,,,,,,
PHASE_2.5_3258,,2016 Volkswagen e-Golf,,,,,,,,,,,,1,,,,,,,,
PHASE_2.5_3259,2017,2016 Volkswagen e-Golf,0,0,0,125000,0.48,0,4,77.07,4,55,0,3,11250,,,,,,,
PHASE_2.5_3260,2017,2016 Tesla Model X,0,0,0,175000,2.13,1,3,14.55,2,45,1,2,12800,,,,,,,
PHASE_2.5_3261,,2016 Tesla Model X,0,0,0,,,,,,,,,2,,,,,,,,
PHASE_2.5_3262,2017,2016 BMW i3,1,0,0,125000,-0.69,1,2,47.86,2,55,1,3,9272.727273,,,,,,,
PHASE_2.5_3263,2017,2016 Tesla Model X,,,,,,,,,,,,1,,,,,,,,
PHASE_2.5_3264,2017,2017 Tesla Model X,0,1,0,500000,2.56,1,4,195.64,4,45,0,2,12000,,,,,,,
PHASE_2.5_3265,2017,2016 Tesla Model X,0,0,1,500000,,1,4,2.04,4,45,0,3,8800,,,,,,,
PHASE_2.5_3266,2017,2017 Mercedes-Benz B-Class Electric Drive,0,1,0,225000,-2.94,1,3,9.72,2,65,0,3,9750,,,,,,,
PHASE_2.5_3267,2017,2016 Hyundai Sonata Plug-in Hybrid,0,0,0,75000,2.58,1,3,26.77,1,35,1,1,19000,,,,,,,
PHASE_2.5_3268,2017,2015 Toyota Prius Plug-in,0,0,0,175000,-3,0,2,20.03,4,18,1,2,10481.21739,,,,,,,
PHASE_2.5_3269,2017,2016 Volkswagen e-Golf,0,0,0,175000,2.06,0,4,19.56,4,35,0,2,10266.66667,,,,,,,
PHASE_2.5_3270,2017,2016 Volkswagen e-Golf,0,0,0,125000,-3,1,4,20,2,55,0,4,6360,,,,,,,
PHASE_2.5_3271,2017,2017 Chevrolet Bolt EV,0,1,0,,2.76,1,3,2.07,2,65,0,2,7600,,,,,,,
PHASE_2.5_3272,2017,2015 Toyota Prius Plug-in,0,0,1,,2.6,1,4,12.34,2,55,1,2,14847,,,,,,,
PHASE_2.5_3273,2017,2016 Audi A3 Sportback e-tron,0,0,1,,2.68,1,4,17.17,4,45,0,3,10800,,,,,,,
PHASE_2.5_3274,,2016 Volkswagen e-Golf,,,,,,,,,,,,1,,,,,,,,
PHASE_2.5_3275,,,,,,,,,,,,,,1,,,,,,,,
PHASE_2.5_3276,,2017 Tesla Model X,,,,,,,,,,,,1,,,,,,,,
PHASE_2.5_3277,2017,2016 Tesla Model X,0,0,0,225000,1.41,1,4,7.86,4,45,1,2,11657.33333,,,,,,,
PHASE_2.5_3278,2017,2016 Volkswagen e-Golf,0,0,0,225000,2.62,1,4,0.01,4,45,0,2,4880,,,,,,,
PHASE_2.5_3279,2017,2017 BMW i3,0,0,0,500000,0.51,0,4,37.12,5,35,1,4,14250,,,,,,,
PHASE_2.5_3280,2017,2016 Volkswagen e-Golf,0,1,0,275000,0,1,3,19.58,3,45,0,2,10800,,,,,,,
PHASE_2.5_3281,2017,2016 Tesla Model X,0,0,0,175000,2.34,1,3,9.65,3,35,1,3,13333.33333,,,,,,,
PHASE_2.5_3282,2017,2015 Toyota Prius Plug-in,1,0,0,175000,2.67,1,4,32.14,2,35,1,2,14907.69231,,,,,,,
PHASE_2.5_3283,2017,2016 Tesla Model X,0,0,0,225000,-0.41,1,2,8.58,1,35,0,1,20240,,,,,,,
PHASE_2.5_3284,2017,2016 Volkswagen e-Golf,0,0,0,175000,2.68,1,4,20.79,4,45,0,2,10533.33333,,,,,,,
PHASE_2.5_3285,,2013 Toyota Prius Plug-in,0,0,1,,,,,,,,,2,,,,,,,,
PHASE_2.5_3286,,2016 BMW i3,,,,,,,,,,,,1,,,,,,,,
PHASE_2.5_3287,2017,2017 BMW i3,1,0,0,375000,1.08,1,4,7.82,5,45,0,2,18666.66667,,,,,,,
PHASE_2.5_3288,2017,2016 Tesla Model X,0,1,0,275000,2.49,1,4,12.94,4,45,1,3,12109.09091,,,,,,,
PHASE_2.5_3290,2017,2012 Toyota Prius Plug-in,0,0,1,325000,0,1,2,8.97,3,55,0,4,23419.35484,,,,,,,
PHASE_2.5_3291,2017,2013 Nissan Leaf,1,1,0,225000,1.41,1,4,26.24,4,45,0,2,16421.05263,,,,,,,
PHASE_2.5_3292,2017,2016 BMW i3,0,0,0,175000,-1.43,1,4,26.69,5,45,0,3,16202.4,,,,,,,
PHASE_2.5_3293,,,,,,,,,,,,,,1,,,,,,,,
PHASE_2.5_3294,2017,2016 Volkswagen e-Golf,0,0,0,325000,-2.54,1,3,12.85,4,45,1,4,6500,,,,,,,
PHASE_2.5_3295,2017,2016 Tesla Model X,0,0,0,,0.46,,4,49.2,2,35,0,1,18000,,,,,,,
PHASE_2.5_3296,,2016 Tesla Model S,0,0,0,,,,,,3,55,0,2,,,,,,,,
PHASE_2.5_3297,2017,-1 -1 -1,,,,,,,,,,,,1,,,,,,,,
PHASE_2.5_3298,2017,2015 Volkswagen e-Golf,1,0,0,500000,,1,3,21.8,2,65,0,3,5878.153846,,,,,,,
PHASE_2.5_3301,2017,2016 Tesla Model X,0,0,0,175000,2.64,1,2,13.91,5,35,0,2,8545.2,,,,,,,
PHASE_2.5_3299,,2016 Tesla Model X,0,0,0,,,,,19.28,2,55,1,2,,,,,,,,
PHASE_2.5_3300,2017,2016 BMW i3,1,1,0,175000,2.84,1,4,8.06,2,45,0,2,7200,,,,,,,
PHASE_2.5_3302,2017,2016 BMW i3,,,,,2.57,0,4,39.38,1,25,,1,8727.272727,,,,,,,
PHASE_2.5_3303,2017,2016 Nissan Leaf,,,,325000,2.78,1,4,,2,75,0,2,4103.076923,,,,,,,
PHASE_2.5_3304,2017,2015 Toyota Prius Plug-in,0,0,1,225000,2.55,1,4,13.36,4,,,2,7363.636364,,,,,,,
PHASE_2.5_3305,2017,2016 Tesla Model X,0,1,0,175000,2.72,1,4,27.12,4,35,0,2,10363.63636,,,,,,,
PHASE_2.5_3306,2017,2015 Volkswagen e-Golf,0,0,1,225000,2.42,0,4,7.05,3,35,1,2,5333.333333,,,,,,,
PHASE_2.5_3307,,2016 Chevrolet Volt,,,,,,,,,,,,1,,,,,,,,
PHASE_2.5_3308,2017,2017 Mercedes-Benz B-Class Electric Drive,0,1,0,,,1,3,,5,55,0,4,15000,,,,,,,
PHASE_2.5_3309,,,,,,,,,,,,,,1,,,,,,,,
PHASE_2.5_3310,2017,2017 BMW i3,0,1,0,225000,2.9,1,4,17.18,3,45,0,2,13000,,,,,,,
PHASE_2.5_3311,,,,,,,,,,,,,,1,,,,,,,,
PHASE_2.5_3312,2017,2012 Toyota Prius Plug-in,0,0,1,,2.81,1,4,18.56,2,65,1,2,13479.67742,,,,,,,
PHASE_2.5_3313,2017,2016 Tesla Model X,0,0,0,125000,2.78,1,3,22.78,2,55,0,5,12750,,,,,,,
PHASE_2.5_3314,2017,2017 BMW i3,,,,,,,,,,,,1,,,,,,,,
PHASE_2.5_3315,,2017 VW E-Golf,,,,,,,,2.83,3,55,1,1,,,,,,,,
PHASE_2.5_3316,2017,2016 Tesla Model X,,,,125000,2.69,1,3,22.27,1,55,0,2,7112.727273,,,,,,,
PHASE_2.5_3317,2017,2017 Toyota Prius Prime,1,0,0,75000,,0,2,,6,45,0,1,54000,,,,,,,
PHASE_2.5_3318,,2016 Telsa Model X P100D,0,0,0,,,,,,6,35,0,4,,,,,,,,
PHASE_2.5_3319,2017,2017 Chevrolet Volt,0,0,1,175000,2.55,1,4,9.96,4,55,1,4,10866.66667,,,,,,,
PHASE_2.5_3320,,2016 BMW i3,,,,,,,,,,,,1,,,,,,,,
PHASE_2.5_3321,,2015 Toyota Prius Plug-in,,,,,,,,,,,,1,,,,,,,,
PHASE_2.5_3322,2017,2014 Toyota Prius Plug-in,0,0,0,125000,2.59,1,3,17.41,3,65,0,3,14842.10526,,,,,,,
PHASE_2.5_3324,2017,2016 Volkswagen e-Golf,0,1,0,75000,2.77,1,4,17.7,4,55,0,3,7050,,,,,,,
PHASE_2.5_3325,,2016 Tesla Model X,0,1,0,,,,,,,,,3,,,,,,,,
PHASE_2.5_3326,2017,2017 BMW i3,0,0,0,125000,2.71,1,3,3.92,1,55,1,1,4000,,,,,,,
PHASE_2.5_3327,2017,2016 Tesla Model X,0,1,0,375000,2.53,1,4,52.12,4,45,0,3,26769.23077,,,,,,,
PHASE_2.5_3328,2017,2016 Tesla Model X,0,1,1,175000,2.63,1,4,17.58,4,55,0,4,12000,,,,,,,
PHASE_2.5_3329,2017,2016 Volkswagen e-Golf,,,,,,,,,,,,1,,,,,,,,
PHASE_2.5_3330,2017,2016 Tesla Model X,0,1,0,275000,,1,4,13.93,2,80,0,1,4697.333333,,,,,,,
PHASE_2.5_3331,2017,2016 Hyundai Sonata Plug-in Hybrid,,,,,,,,,,,,1,,,,,,,,
PHASE_2.5_3332,,2017 VW Golf,,,,,,,,,,,,1,,,,,,,,
PHASE_2.5_3333,2017,2016 Tesla Model X,,,,,,,,,,,,1,,,,,,,,
PHASE_2.5_3335,2017,2016 Nissan Leaf,0,0,0,75000,2.56,1,3,2.02,1,75,1,1,6434.666667,,,,,,,
PHASE_2.5_3337,2017,2016 Volkswagen e-Golf,0,0,0,275000,-2.98,1,3,25.4,2,45,0,2,9840,,,,,,,
PHASE_2.5_3338,2017,2017 Chevrolet Volt,0,0,1,75000,2.76,1,3,15.61,2,65,1,2,8398,,,,,,,
PHASE_2.5_3339,2017,2016 Hyundai Sonata Plug-in Hybrid,0,0,1,175000,,1,3,,2,65,0,2,10800,,,,,,,
PHASE_2.5_3340,2017,2016 Tesla Model X,0,0,0,175000,0,1,3,12.22,3,35,0,3,10400,,,,,,,
PHASE_2.5_3341,,,,,,,,,,,,,,1,,,,,,,,
PHASE_2.5_3343,2017,2016 Tesla Model X,0,0,0,125000,1.17,1,3,21.26,4,35,0,2,19492.5,,,,,,,
PHASE_2.5_3344,2017,2016 Nissan Leaf,0,0,0,175000,2.76,1,4,0.07,4,35,0,2,12933.33333,,,,,,,
PHASE_2.5_3345,,2016 Volkswagen e-Golf,0,0,0,,,,,,3,35,1,2,,,,,,,,
PHASE_2.5_3346,,2016 Tesla Model X,0,0,0,,,,,,4,35,0,2,,,,,,,,
PHASE_2.5_3347,2017,2017 Chevrolet Volt,1,0,0,125000,,1,4,16.68,5,35,0,2,9840,,,,,,,
PHASE_2.5_3348,,2017 Audi A3 Sportback e-tron,0,0,0,,,,,5.45,1,35,0,1,,,,,,,,
PHASE_2.5_3349,2017,2012 Toyota Prius Plug-in,0,0,0,225000,-2.2,1,3,,4,45,0,3,21290.32258,,,,,,,
PHASE_2.5_3350,,2016 Volkswagen e-Golf,0,0,0,,,,,32.56,2,25,0,2,,,,,,,,
PHASE_2.5_3351,2017,2016 Volkswagen e-Golf,0,0,0,175000,-2.03,1,4,4.63,2,35,0,2,2057.142857,,,,,,,
PHASE_2.5_3352,2017,2017 Nissan Leaf,0,1,0,125000,2.89,1,3,24.62,2,65,1,2,12000,,,,,,,
PHASE_2.5_3353,2017,2012 Chevrolet Volt,1,1,1,225000,0,1,3,7.78,4,55,0,4,21575.57895,,,,,,,
